Location number,Location name,Lat,Lon,Corr with Adult female lice,Corr with Lice in moving stages,Corr with Attached lice
11920,Herøy,59.46635,6.0258,-0.074768408,-0.248774886,-0.285951552
11922,Oanes Sjø,58.910084,6.079483,-0.006516658,-0.134271768,-0.146265212
11925,Vintraviki,59.399384,6.020533,0.018500871,-0.122646119,-0.222144926
11928,Langavika,59.230766,6.004483,0.017122294,-0.014739096,0.108491069
11930,Bjelkavik,59.45165,5.991917,0.239216022,-0.186795258,-0.303026348
11939,Smal Skar,59.2051,5.966083,-0.147251602,-0.241239991,-0.174503824
11957,Indre Slettavikneset,58.954132,5.947817,0.110562592,0.085910526,-0.091065468
11964,Ringja,59.405468,5.8631,0.053261913,-0.1414357,-0.186871674
11966,Skigelstrand,59.494118,5.846567,0.118211787,-0.146266169,-0.101749395
11971,Store Teistholmen Ø,58.977768,5.867,0.08540134,0.122734517,-0.128583905
11972,Prestholmane,59.117016,5.852033,0.112106213,-0.036331149,-0.07853816
12003,Rossholmen N,59.06428,5.722617,0.195925544,0.183934833,0.041698792
12007,Dale II,59.08215,5.71055,0.04921343,0.10070804,-0.124813821
12011,Håøya Nø,59.290417,5.6765,-0.174332743,-0.209509454,-0.397675878
12018,Rossholmen,60.394684,6.274833,0.002944481,-0.001959532,-0.062691532
12019,Saltkjelen II,60.248016,6.2014,-0.127678508,-0.245539388,-0.252317872
12022,Ljonesbjørgene,60.2564,6.16585,-0.236172622,-0.225961935,-0.286886095
12033,Dysvik,60.191017,5.967617,-0.215231137,-0.110762817,-0.242247914
12035,Hondskår,60.109,5.9405,-0.152467264,-0.083783341,-0.302739674
12036,Hisdalen,60.126118,5.9305,-0.184500012,-0.181184973,-0.338846758
12040,Brandaskuta,59.975735,5.909183,-0.137571162,-0.135048409,-0.164663987
12047,Mjåneset,60.177216,5.72195,0.151006163,-0.017594913,-0.134090217
12048,Skiftesneset N,60.07472,5.736783,0.153958543,-0.060074793,-0.32407491
12066,,,,0.213501318,-0.265814529,-0.45938177
12067,Aldalen,60.24995,5.571917,0.200331096,0.090795615,-0.114677442
12071,Ommundsteigen,59.55078,6.5131,-0.134535542,-0.19405003,-0.174106446
12074,Svåsandneset,60.32422,6.318983,-0.074843676,-0.059136588,-0.041777532
12077,Tveitnesvik,60.10592,6.20525,0.300967149,0.155735523,-0.019789636
12078,Gangdal,60.2165,6.15785,-0.019613965,-0.092013049,-0.26966485
12081,Straumneset,60.221333,6.140133,-0.134312052,-0.090762434,-0.166884188
12085,Aplavika,60.258583,6.055517,-0.149170823,-0.056792994,-0.170656678
12086,Alsåkervik,59.759518,6.072883,-0.107253919,-0.000483315,-0.115710243
12095,Bergadalen,60.1216,5.908883,-0.138655975,-0.220212134,-0.361476886
12107,Molnes,59.719917,5.857983,-0.012958325,-0.135165718,-0.276011062
12108,Skorpo Nv,59.95323,5.827133,-0.019383556,-0.145394179,-0.116719336
12109,Ebne,59.71443,5.8238,0.12478658,-0.152852939,-0.239715802
12114,Torsneset,59.5182,5.819867,0.08635163,-0.194042601,0.023552038
12115,Ilsvåg,59.517033,5.81015,-0.321308405,-0.319129993,-0.247736189
12126,Rossnes,59.759167,5.721467,-0.054142077,-0.150079283,-0.207920764
12127,Mælen,59.69998,5.723617,0.080401175,-0.076818824,-0.318336703
12128,Dyrnes,59.71765,5.72205,-0.174414589,-0.321597383,-0.41703994
12134,Maradalen,59.762115,5.687317,0.102993446,-0.066606161,-0.283212924
12154,Smørdalen,60.868183,5.551717,-0.151859865,-0.307023121,-0.300890604
12156,Blom,60.436516,5.56465,-0.153115517,-0.114003554,-0.169915949
12178,Bjønnspjotneset,61.098083,5.82545,0.021134567,-0.082953493,-0.155373075
12179,Oslandsurda,61.079166,5.809717,0.069389346,-0.013613987,-0.115722242
12192,Skorva,61.467117,5.3136,0.227395541,0.082360934,0.069755734
12209,Rønstad,62.135117,6.021433,0.172650784,0.075374373,-0.043211406
12212,Lindeneset,61.80282,5.979733,-0.39476105,-0.449910812,-0.491306384
12213,Kvangardsnes,62.145317,5.94545,0.134100545,0.275329973,0.124719176
12215,Kleppeneset,61.785934,5.977233,-0.307297257,-0.324946031,-0.287475221
12224,Isane,61.87715,5.723383,-0.155725578,-0.266733058,-0.203790581
12236,Endal Ø,61.9076,5.493317,-0.039519533,-0.217728521,-0.222412444
12237,Brudevika,62.116566,5.420717,0.070015074,0.084794785,-0.06118357
12239,Kråknes,62.83185,6.9624,0.167230017,-0.086515596,-0.262131802
12244,Setevika,62.728065,6.939283,0.042830116,0.028083894,-0.070570627
12260,Juvika,62.66477,6.696767,0.276834754,0.391003531,0.250141028
12265,Gudmundset,62.45375,6.601283,-0.09248568,-0.242603146,-0.205381846
12268,Terningen,62.6431,6.54805,0.227703409,0.266946595,0.094610615
12281,Rogne,62.66965,6.356833,0.144713642,0.124835269,0.024062834
12294,Kjerstad,62.622566,6.22535,0.187080906,0.087508771,0.13108901
12298,Røysa,62.54865,6.1417,0.011708509,0.030167206,0.039841945
12308,Bjørndal,62.274883,6.00285,0.094831359,0.222397937,0.160988761
12348,Kåholmen,63.617184,8.994133,0.249102837,0.270259358,0.207561468
12357,Aursøysva,63.801968,8.910767,0.23074089,0.538509731,0.367675006
12361,Bukkholmen S,63.72378,8.8621,0.22988717,0.314869955,0.158369917
12366,Raskjæret,63.793617,8.854567,0.22309205,0.355388373,0.21243663
12370,Måøydraga,63.676434,8.757283,0.30355324,0.390625057,0.434845339
12380,Langøya Kvaløya,63.791515,8.6066,0.146894719,0.253543965,0.303417342
12383,Omsøyholman,63.631966,8.575567,0.166736263,0.230560497,0.266305939
12385,Lyngvær Ø II,63.80621,8.567418,0.204966147,0.255870582,0.186034961
12392,Lille Torsøy,63.60615,8.492133,0.137219868,0.119373806,0.107697739
12394,Ørnøya,63.761868,8.445183,0.08724506,0.285394628,0.262863204
12406,Rauodden,63.66453,8.884083,0.1819882,0.35373991,0.240599886
12407,Flesa,63.64485,8.879067,0.266912154,0.34913873,0.253474198
12435,Grøttingsøy,63.879467,8.543083,0.242733346,0.259189606,0.1880285
12449,Tennøya,63.805035,8.4444,0.284663585,0.314928553,0.188160759
12466,Brettingen,63.3582,8.237267,0.186813949,0.204728103,0.079547461
12476,Kråka Nø,63.476818,8.060967,-0.063086629,0.153621901,0.305689969
12483,Hjortholman,63.458965,7.852167,0.223821305,0.342226642,0.133863201
12574,Edøya,64.802666,10.9777,-0.286891319,0.061363071,0.123868927
12590,Helligholmen,64.83839,10.665517,0.273597374,0.217630357,0.154505586
12594,Breidvika,64.295364,10.397483,0.081834095,0.165878469,0.211985733
12599,Indre Skjervøy,64.2858,10.30905,0.105866115,0.174231091,0.228868006
12624,Feøyvika,64.56032,10.919133,0.098036875,0.095789025,0.0753219
12625,Bjørgan,64.59268,10.908333,0.166690875,0.059244815,0.000423012
12633,Lyrnesset,64.5256,10.748133,0.086387242,0.034938089,0.092352674
12652,Kråkøya,65.003784,11.042367,0.084416002,0.146856674,0.142296121
12659,Digerneset,64.78657,11.727917,-0.282599274,-0.200522813,-0.563666603
12660,Kipholmen,64.79403,11.690367,-0.193707419,-0.243322939,-0.269698894
12662,Ternskjæret II,64.77713,11.639767,0.112069306,0.023118476,0.060634168
12678,Vedøya,64.60743,11.354817,-0.046058904,0.000172148,0.074021338
12695,Selvågen,64.90822,11.844233,-0.140612957,-0.045059639,-0.055051863
12701,Lekafjorden,65.07068,11.724255,0.473063393,0.628793626,0.40818847
12705,Skrosen,65.122986,11.674517,0.173584761,0.192083371,0.252480578
12708,Haugsflesa,65.04608,11.633522,0.599688481,0.464481906,0.582276752
12712,Slokkholmen Ø,65.03989,11.4847,0.17642729,0.221537013,0.267317909
12714,Gjerdinga,64.9464,11.4623,-0.238162883,0.108391946,0.080174526
12723,Gullholmen,65.01716,11.724247,0.285110637,0.267595858,0.344315925
12727,Kvitneset,64.968025,11.665157,0.127885834,0.138603895,0.191686455
12730,Båfjorden,64.94988,11.5733,0.363306345,0.164328176,0.030565304
12784,Ringholmen,63.56,9.41005,0.239538654,0.322302452,0.156385233
12789,Gunnarøya,63.569485,9.467983,0.090853989,0.30233898,0.100297651
12794,Rundklumpen,63.801315,9.607583,0.152296251,0.212770774,0.158786919
12800,Flatøya,63.901875,9.843085,0.775984151,0.718098176,0.655595715
12802,Veddersholmen,63.899067,9.870933,0.392437169,0.735711589,0.616307557
12832,Risholmen,58.143982,8.26705,0.171742314,0.040271666,-0.019537948
12839,Vindsnes,62.28533,7.2802,-0.011758343,-0.130373989,-0.157629575
12844,Seterneset,62.67393,7.31415,-0.057751509,0.046794069,0.186382098
12855,Kornstad,62.960384,7.45015,0.112697014,0.09639092,0.117724964
12867,Rokset,62.97375,7.646183,-0.285531591,-0.453601442,-0.249240939
12870,Leite,63.035767,7.677383,0.116749903,0.127926849,0.089459665
12871,Hogsnes,63.093033,7.675883,0.217083118,0.215165483,0.016916605
12872,Kattholmen,63.055332,7.695317,0.086157524,0.070726599,-0.025090552
12879,Endreset,63.029682,7.713733,0.17211539,0.133736757,0.114273951
12884,Sandnesbukta,62.737415,7.878516,-0.145004565,-0.157417288,-0.161529029
12885,,,,0.06944859,-0.04510943,-0.1038831
12890,Høybuvika,62.95717,8.049167,0.005628334,-0.027551237,-0.016693714
12891,Gagnat,62.93255,8.0981,0.105699261,0.113581871,-0.339782842
12892,Sjølsvik,62.9066,8.11095,0.036578863,-0.12183579,-0.06717853
12895,Halsbukta,63.077866,8.143283,0.054894827,-0.000755988,-0.087727955
12896,Hegerbergtrøa,62.883934,8.149917,0.024216573,-0.034262207,0.065831383
12897,Honnhammarvika,62.863365,8.157583,-0.009943476,0.007510346,-0.011032925
12904,Merraberget,62.7838,8.27825,-0.019293043,0.034772838,0.093713773
12965,Stølsvik,59.405434,5.710833,0.028698292,-0.227052422,-0.322019247
12966,Lindvik,59.474068,5.976433,-0.01132194,-0.18053341,-0.245477901
12973,Saltkjelen I,60.31815,6.183183,-0.16836945,-0.266672852,-0.29186705
12978,Lyngholmen,61.016933,5.007033,0.122932529,0.046665444,-0.003548535
12980,Klubben,61.17955,5.00315,-0.047041226,-0.200562616,-0.212284497
12982,Aldeøyna,61.31055,4.767783,0.132990291,-0.190590205,-0.298328457
12988,Aukrasanden,62.783417,6.92605,0.140093334,0.048612639,-0.10490778
12993,Lamøya,63.73305,8.854983,0.182566086,0.284267234,0.146232996
13000,Slåttvika,65.52393,12.545017,-0.183662268,-0.187666471,-0.036951293
13006,Hestholmen N,67.14678,14.016533,-0.130976286,0.031499472,0.353649723
13020,Nygård,60.358067,5.683283,-0.060529663,-0.094837193,-0.001447626
13021,Gaustad,62.9831,7.328267,-0.096239078,-0.062504765,-0.00179114
13032,Sølvøyane,59.609516,5.133367,0.128425528,-0.071673443,-0.131956728
13035,Sauaneset I,60.088516,5.266183,-0.136169195,-0.21428353,-0.375083546
13036,Gjengane,60.070934,5.305417,-0.054051957,-0.120094774,-0.034797783
13047,Våtvika,68.227684,14.805217,0.056064631,0.066002182,0.145306496
13055,Langøyna Ø,59.2983,5.713333,-0.173999647,-0.285054654,-0.355823178
13057,Teigland I,60.17935,5.959917,-0.214828701,-0.185030592,-0.267832407
13058,Fusavika,60.207733,5.613583,-0.112159122,-0.170048881,-0.254735941
13105,Bukalholmane Ø,66.10757,12.177017,0.435097095,0.44116814,0.398153899
13119,Hesten,70.23807,23.40735,-0.007522944,0.025110171,-0.130310092
13124,Storstrompan,66.54552,13.41915,-0.02160107,-0.027103109,0.026057664
13125,Storvika,66.80845,13.24255,0.178074627,0.205873849,0.223761957
13139,Martnesvika,67.76705,15.580867,0.355810903,0.336952828,0.219841918
13143,Bondejorda,70.81695,27.563717,-0.125049491,-0.053780984,0.06970988
13196,Syltøy,60.3046,4.96645,0.029891357,-0.029857833,-0.122638299
13205,Brattholmen,61.068382,4.713817,-0.086835239,-0.262175096,-0.208046783
13209,Bognøy,60.604416,5.075833,0.217184505,0.028405064,-0.070714969
13220,Kalhag,58.974716,5.93595,-0.046471927,-0.106770201,-0.148455931
13221,Nautvik,59.183483,5.94915,-0.221362561,-0.113511966,-0.167646539
13222,Kunes,59.21137,5.9532,-0.064055338,-0.165636433,-0.116703604
13225,Kilaneset,59.31335,6.2672,0.070473062,-0.089838803,-0.213060005
13226,Vindsvik,59.299816,6.322467,0.03625081,-0.094660308,-0.115841991
13227,Altaneset,60.248016,5.633883,-0.167839006,-0.311365896,-0.276751902
13229,Djupedalen,60.2308,5.673117,0.206476356,0.090106166,0.063848665
13231,Høylandssund,59.77755,5.8298,0.116696012,-0.107866981,-0.313592158
13234,Kysnes,60.1993,6.095417,-0.192264466,-0.153389709,-0.212735876
13235,,,,-0.101941788,-0.245213944,-0.22172487
13236,Indre Oppedal,61.067883,5.563833,0.037202634,-0.105023612,-0.18787245
13241,Endal Vest,61.909832,5.464267,0.03669154,-0.016376087,-0.207505825
13242,Juvika B,61.895683,5.6331,-0.094119454,-0.214955136,-0.240826474
13243,Sandvika,62.195667,5.904417,0.191866178,0.149008596,0.030227278
13246,Voldnes,62.2097,5.7849,0.214757279,0.155422774,-0.018428022
13249,Sagelva,62.33795,6.3815,0.154663295,0.040459374,-0.045753311
13254,,,,0.055928065,0.080060043,0.062923912
13271,Almurden,64.43353,10.678883,0.208782338,0.239870549,0.178820715
13279,Kilvågen Y,65.70821,12.588817,-0.198948267,-0.242329856,-0.189458821
13284,Sjølyst,66.11311,12.487683,0.086946252,0.298754116,0.186544862
13290,Stigvika,67.06895,14.076583,-0.026738512,0.017989882,0.131244094
13291,Soløya,68.00445,13.18255,0.133511796,0.20230013,0.093185311
13293,Molgavlen,68.30537,14.949933,-0.161664854,0.014469827,-0.021216702
13296,Sandnes Ø,68.582535,14.941883,0.038095062,0.021372836,0.133842163
13297,Kines,67.448814,15.487967,0.114687038,0.105019873,0.038553994
13305,Barbogen,69.36812,17.0281,0.031312455,0.056584591,0.061826047
13306,Ystevika,68.69432,17.05325,-0.02692969,0.111168876,0.13868011
13316,Storvik,70.14955,22.41675,-0.07962888,0.050150449,0.055548991
13317,Lille Kvalfjord,70.30338,22.937983,0.045200017,0.144842584,0.147413712
13337,Hovdenakken,70.81805,27.49395,0.222178977,0.125239572,0.234628664
13339,Klungervikneset,59.74687,5.3433,0.177578785,0.036075852,-0.194096763
13340,Leiholmane,60.980633,4.87435,0.040015941,-0.107128683,-0.147659363
13341,Bakjestranda,61.82025,4.940267,0.162827421,-0.085842485,-0.264534381
13345,Oterstegdalen,60.23545,5.638267,-0.142478797,-0.276059294,-0.248745504
13412,Dypeidet,68.829384,14.776167,0.047347053,0.10949644,0.051894682
13491,Bringberget,63.355484,9.133583,-0.449852214,-0.396910507,-0.108681431
13503,Heggvika,63.610733,9.0523,0.17918961,0.250159408,0.233521576
13518,Angstauren,69.695335,18.170267,-0.204057383,-0.143659303,0.117956129
13522,Valvika,66.29887,12.813833,-0.384269803,0.265776677,0.203776189
13527,Finnkjerka,68.33945,15.0358,-0.138768528,-0.144633797,0.042824044
13530,Sjåneset,68.903534,15.037333,-0.064882118,-0.006400509,-0.002614326
13531,Skogshamn,69.09302,17.512568,0.055486515,0.193476622,0.250771988
13541,Midtflua,60.076633,5.467067,0.150003767,-0.030326032,-0.346974666
13547,Grønebrekkane,60.47215,5.455817,-0.062460235,-0.231020547,-0.288226431
13549,Løypingneset,61.82007,5.247533,0.085465713,-0.063005793,-0.178929836
13550,Marøy Nø,61.847935,5.295383,0.026964147,-0.030299133,-0.153369776
13554,Overåneset,62.294285,7.12155,-0.063270955,-0.178418557,-0.255985142
13562,Uføro,59.87835,5.526917,0.063638078,-0.017410711,-0.155335268
13563,Angelskår,60.523335,5.352617,0.027299545,-0.13123229,-0.195961466
13565,Øvreås,60.67298,5.397417,0.427631572,0.316523627,-0.339661404
13566,Storskrebukti,60.653732,5.4192,0.088976329,-0.128076298,-0.367385374
13567,Knappen Solheim,60.8852,5.462083,-0.11055517,-0.193903328,-0.214083441
13568,Storevik,61.47627,5.285,0.006323448,-0.227274603,-0.242523977
13570,Ulværholmen,63.598217,9.116583,0.170977296,0.33312738,0.190814017
13572,Badstuvika,63.53398,9.1469,0.168164182,0.346706273,0.24524028
13573,Kistvika,63.384,9.171467,0.210062394,0.377930095,0.201414963
13581,Ramstadholmen,64.754814,11.246033,-0.014854433,0.115411453,0.201209786
13592,Hammer,67.95877,15.171667,0.009468934,0.109903627,0.163640835
13593,Storfjell,68.32518,15.2023,0.116972777,0.042623137,0.008555715
13594,Trolløya Sv,68.704,15.016667,0.076671426,-0.042754767,-0.078674417
13595,Kuneset,68.7135,15.038667,0.097652759,-0.017921315,0.052177994
13597,Salangslia,68.85463,17.520884,-0.145035516,-0.324765908,-0.003647242
13612,Rundreimstranda,62.01035,5.3303,0.151616079,0.037396943,-0.086849483
13629,Munkholmen,59.285484,5.631317,-0.133973429,-0.231221171,-0.302016846
13643,Hjartholm,61.03512,5.33105,0.016191763,-0.107718685,-0.072541688
13644,Tepstad,60.5549,5.381767,-0.047716116,-0.253894983,-0.367582361
13652,Viknabukta,60.441284,5.508933,0.230923981,-0.127279466,-0.376365639
13669,Furneset,62.6461,7.101183,-0.075050389,-0.027519432,-0.059104544
13677,Trøan Bjørklibukta,63.33155,9.1231,0.054274153,0.208266583,0.114549365
13691,Oterfjorden,69.9099,29.680717,-0.21731341,0.118442879,-0.104098242
13699,Leirvika,60.7411,5.342433,0.177897961,0.072546424,-0.078835867
13704,Vikane,60.7125,5.403633,-0.01356071,-0.105329358,-0.30406978
13706,Seljeset,61.5771,5.237383,-0.036577362,-0.150324047,-0.253706217
13708,Steinvik,61.565266,5.31025,0.115898465,0.03085273,-0.181473251
13711,Dyvika,61.479282,5.375283,-0.14762144,-0.341882499,-0.174681707
13727,Svellungen,63.655785,9.15525,0.216571742,0.265422466,0.127464227
13748,Saltkjelvika,64.59887,11.2662,0.094273579,-0.00367557,-0.110496032
13764,Kokvika,66.4129,12.957383,0.222878154,0.267642756,0.203032571
13765,Breiviken,66.46165,12.958033,0.261482938,0.330154273,0.390446132
13782,Helgeneshamn,68.491585,15.2339,0.094714456,0.095949164,0.104815673
13783,Jurneset,68.89767,15.0063,-0.550362571,0.00281135,0.260852742
13784,Høydalsvika,68.93663,15.020717,-0.126314213,-0.034123407,0.109176683
13786,Pollneset,68.71255,15.11255,-0.032241607,0.042965303,-0.09999204
13792,Kvalvika I,69.4776,17.564167,0.120363178,0.046277256,0.10762849
13804,Rogndalen,69.787964,18.6531,-0.20216267,-0.161942155,0.007736297
13813,Kvitelv,70.629166,27.123318,-0.07414441,-0.030171677,0.099297963
13831,Kvamme,60.518333,5.3811,0.022803882,-0.054452571,-0.085529857
13837,Verpeide,61.902218,5.209233,0.000472451,-0.289372846,-0.345988533
13838,Hegnes,61.356335,5.284667,-0.1330991,-0.240501054,-0.104556136
13841,Brunsvik,61.910183,5.29085,-0.072082607,-0.325719883,-0.338405582
13845,Beitveit,62.140835,5.3275,0.173140384,0.046407772,-0.072540304
13852,Gjermundnes,62.6275,7.192817,0.040212985,0.034289956,0.01502154
13865,Spergittklubben,69.7948,30.395617,-0.213753486,-0.250662513,0.036710856
13867,Raunevågen,59.65798,5.533667,0.168312903,0.049432294,-0.113426996
13870,Eikebærånæ,60.563232,5.3535,-0.364962193,-0.342548444,-0.301264488
13872,Bergsvik,60.86295,5.3474,0.04899751,-0.102370886,-0.103661905
13873,Barlingebotten,60.863083,5.364017,0.004766623,-0.174636264,-0.285985944
13874,Fyllingsnes S,60.5821,5.4001,-0.372264039,-0.385740087,-0.283151597
13876,Litletveitholane,60.479782,5.443633,-0.176249389,-0.180429159,-0.151329399
13886,Hallarøy V,63.99758,9.1299,0.214440458,0.240418824,0.217764988
13887,Reitholmen,63.617184,9.1311,0.18659994,0.284432507,0.227609276
13888,Osholmen,63.661983,9.135583,0.078568172,0.089241457,0.157902496
13892,Strandabukta,63.54346,9.162297,0.30630374,0.122030264,0.138293625
13931,Hjartøy Ø,67.65652,15.121867,0.100709582,0.060712655,0.267296484
13936,Sørvika,68.47335,15.222633,0.360805872,0.33556187,0.268243413
13944,Storvika IV,69.005936,17.50165,-0.586169812,-0.196181915,0.265936742
13949,Hagebergan,69.97912,21.027184,-0.198345047,-0.173776985,-0.218186955
13959,Oterholmen,64.81578,11.2208,0.132480556,0.118646483,-0.361290632
13965,Nesbø Gjeldsvik,60.68835,5.4232,0.019895303,-0.070869147,-0.272844619
13996,Hamnefjord,70.56623,23.024616,-0.161744914,-0.102697091,-0.068576825
14016,Auenes,58.140266,8.2553,0.011246777,-0.117817059,-0.140264964
14018,Toska S,60.627434,5.004367,-0.124740969,-0.12910328,-0.248057969
14019,Øksningen,65.13924,12.31975,-0.022503697,0.088552521,0.160464493
14035,Guleskjeret,61.041134,4.79225,0.166130493,-0.23472672,-0.41319891
14039,Litle Lunnøy,60.02005,5.169533,-0.085659598,-0.034686876,-0.197641093
14040,Krigsholmen,60.081383,5.124117,0.046453775,0.047586921,0.002140113
14041,Edøya,63.65835,8.694417,0.187655922,0.283590392,0.316854011
14042,Kattholmen,63.870968,8.679017,0.214412105,0.281602396,0.345216556
14043,Lybergsvika,62.64515,7.450533,-0.102870743,-0.17874715,-0.114253475
14076,Lismåsøy,65.4933,12.169217,0.141966402,0.171028401,0.132224806
14081,Tveit,61.110085,5.340483,0.078943501,-0.135015457,-0.221795901
14086,Lelandsholmen,59.72855,5.152383,0.221622167,0.257407409,-0.081708847
14136,Hestholmen Ø,59.0585,5.445083,-0.082722033,-0.089639454,-0.186866518
14245,Jakobsteinsvika,65.11235,11.792967,0.120084729,0.041777274,0.080916838
